id,category,label,parent_label,parent_ID,depth,degree
5000,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Litter Boxes,Cat Litter Boxes,Cat Supplies,4,4,0
5001,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Toys,Cat Toys,Cat Supplies,4,4,0
5002,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Treats,Cat Treats,Cat Supplies,4,4,0
5,Animals & Pet Supplies > Pet Supplies > Dog Supplies,Dog Supplies,Pet Supplies,2,3,11
5004,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel,Dog Apparel,Dog Supplies,5,4,0
4434,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Beds,Dog Beds,Dog Supplies,5,4,0
7372,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Diaper Pads & Liners,Dog Diaper Pads & Liners,Dog Supplies,5,4,0
499900,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Diapers,Dog Diapers,Dog Supplies,5,4,0
3530,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Food,Dog Food,Dog Supplies,5,4,2
543682,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Food > Non-prescription Dog Food,Non-prescription Dog Food,Dog Food,3530,5,0
543681,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Food > Prescription Dog Food,Prescription Dog Food,Dog Food,3530,5,0
5094,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Houses,Dog Houses,Dog Supplies,5,4,0
7428,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Kennel & Run Accessories,Dog Kennel & Run Accessories,Dog Supplies,5,4,0
7274,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Kennels & Runs,Dog Kennels & Runs,Dog Supplies,5,4,0
5010,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Toys,Dog Toys,Dog Supplies,5,4,0
8123,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Treadmills,Dog Treadmills,Dog Supplies,5,4,0
5011,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Treats,Dog Treats,Dog Supplies,5,4,0
6,Animals & Pet Supplies > Pet Supplies > Fish Supplies,Fish Supplies,Pet Supplies,2,3,16
505303,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium & Pond Tubing,Aquarium & Pond Tubing,Fish Supplies,6,4,0
505307,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Air Stones & Diffusers,Aquarium Air Stones & Diffusers,Fish Supplies,6,4,0
500038,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Cleaning Supplies,Aquarium Cleaning Supplies,Fish Supplies,6,4,0
5019,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Decor,Aquarium Decor,Fish Supplies,6,4,0
5020,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Filters,Aquarium Filters,Fish Supplies,6,4,0
505306,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Fish Nets,Aquarium Fish Nets,Fish Supplies,6,4,0
5021,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Gravel & Substrates,Aquarium Gravel & Substrates,Fish Supplies,6,4,0
5079,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Lighting,Aquarium Lighting,Fish Supplies,6,4,0
6951,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Overflow Boxes,Aquarium Overflow Boxes,Fish Supplies,6,4,0
5023,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Stands,Aquarium Stands,Fish Supplies,6,4,0
500062,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Temperature Controllers,Aquarium Temperature Controllers,Fish Supplies,6,4,0
5161,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquarium Water Treatments,Aquarium Water Treatments,Fish Supplies,6,4,0
3238,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquariums,Aquariums,Fish Supplies,6,4,0
6085,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Aquatic Plant Fertilizers,Aquatic Plant Fertilizers,Fish Supplies,6,4,0
6403,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Fish Feeders,Fish Feeders,Fish Supplies,6,4,0
5024,Animals & Pet Supplies > Pet Supplies > Fish Supplies > Fish Food,Fish Food,Fish Supplies,6,4,0
6983,Animals & Pet Supplies > Pet Supplies > Pet Agility Equipment,Pet Agility Equipment,Pet Supplies,2,3,0
6811,Animals & Pet Supplies > Pet Supplies > Pet Apparel Hangers,Pet Apparel Hangers,Pet Supplies,2,3,0
500084,Animals & Pet Supplies > Pet Supplies > Pet Bed Accessories,Pet Bed Accessories,Pet Supplies,2,3,0
5092,Animals & Pet Supplies > Pet Supplies > Pet Bells & Charms,Pet Bells & Charms,Pet Supplies,2,3,0
6978,Animals & Pet Supplies > Pet Supplies > Pet Biometric Monitors,Pet Biometric Monitors,Pet Supplies,2,3,3
6980,Animals & Pet Supplies > Pet Supplies > Pet Biometric Monitors > Pet Glucose Meters,Pet Glucose Meters,Pet Biometric Monitors,6978,4,0
6982,Animals & Pet Supplies > Pet Supplies > Pet Biometric Monitors > Pet Pedometers,Pet Pedometers,Pet Biometric Monitors,6978,4,0
6981,Animals & Pet Supplies > Pet Supplies > Pet Biometric Monitors > Pet Thermometers,Pet Thermometers,Pet Biometric Monitors,6978,4,0
7143,Animals & Pet Supplies > Pet Supplies > Pet Bowl Mats,Pet Bowl Mats,Pet Supplies,2,3,0
8513,Animals & Pet Supplies > Pet Supplies > Pet Bowl Stands,Pet Bowl Stands,Pet Supplies,2,3,0
6252,"Animals & Pet Supplies > Pet Supplies > Pet Bowls, Feeders & Waterers","Pet Bowls, Feeders & Waterers",Pet Supplies,2,3,0
500026,Animals & Pet Supplies > Pet Supplies > Pet Carrier & Crate Accessories,Pet Carrier & Crate Accessories,Pet Supplies,2,3,0
6251,Animals & Pet Supplies > Pet Supplies > Pet Carriers & Crates,Pet Carriers & Crates,Pet Supplies,2,3,0
6250,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses,Pet Collars & Harnesses,Pet Supplies,2,3,0
6321,Animals & Pet Supplies > Pet Supplies > Pet Containment Systems,Pet Containment Systems,Pet Supplies,2,3,0
505811,Animals & Pet Supplies > Pet Supplies > Pet Door Accessories,Pet Door Accessories,Pet Supplies,2,3,0
4497,Animals & Pet Supplies > Pet Supplies > Pet Doors,Pet Doors,Pet Supplies,2,3,0
8050,Animals & Pet Supplies > Pet Supplies > Pet Eye Drops & Lubricants,Pet Eye Drops & Lubricants,Pet Supplies,2,3,0
8068,Animals & Pet Supplies > Pet Supplies > Pet First Aid & Emergency Kits,Pet First Aid & Emergency Kits,Pet Supplies,2,3,0
6248,Animals & Pet Supplies > Pet Supplies > Pet Flea & Tick Control,Pet Flea & Tick Control,Pet Supplies,2,3,0
5162,Animals & Pet Supplies > Pet Supplies > Pet Food Containers,Pet Food Containers,Pet Supplies,2,3,0
5163,Animals & Pet Supplies > Pet Supplies > Pet Food Scoops,Pet Food Scoops,Pet Supplies,2,3,0
6383,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies,Pet Grooming Supplies,Pet Supplies,2,3,8
6385,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Combs & Brushes,Pet Combs & Brushes,Pet Grooming Supplies,6383,4,0
503733,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Fragrances & Deodorizing Sprays,Pet Fragrances & Deodorizing Sprays,Pet Grooming Supplies,6383,4,0
6384,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Hair Clippers & Trimmers,Pet Hair Clippers & Trimmers,Pet Grooming Supplies,6383,4,0
8167,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Hair Dryers,Pet Hair Dryers,Pet Grooming Supplies,6383,4,0
7318,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Nail Polish,Pet Nail Polish,Pet Grooming Supplies,6383,4,0
7319,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Nail Tools,Pet Nail Tools,Pet Grooming Supplies,6383,4,0
6406,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Shampoo & Conditioner,Pet Shampoo & Conditioner,Pet Grooming Supplies,6383,4,0
499917,Animals & Pet Supplies > Pet Supplies > Pet Grooming Supplies > Pet Wipes,Pet Wipes,Pet Grooming Supplies,6383,4,0
500110,Animals & Pet Supplies > Pet Supplies > Pet Heating Pad Accessories,Pet Heating Pad Accessories,Pet Supplies,2,3,0
499743,Animals & Pet Supplies > Pet Supplies > Pet Heating Pads,Pet Heating Pads,Pet Supplies,2,3,0
5093,Animals & Pet Supplies > Pet Supplies > Pet ID Tags,Pet ID Tags,Pet Supplies,2,3,0
6253,Animals & Pet Supplies > Pet Supplies > Pet Leash Extensions,Pet Leash Extensions,Pet Supplies,2,3,0
6249,Animals & Pet Supplies > Pet Supplies > Pet Leashes,Pet Leashes,Pet Supplies,2,3,0
5145,Animals & Pet Supplies > Pet Supplies > Pet Medical Collars,Pet Medical Collars,Pet Supplies,2,3,0
6861,Animals & Pet Supplies > Pet Supplies > Pet Medical Tape & Bandages,Pet Medical Tape & Bandages,Pet Supplies,2,3,0
5086,Animals & Pet Supplies > Pet Supplies > Pet Medicine,Pet Medicine,Pet Supplies,2,3,0
5144,Animals & Pet Supplies > Pet Supplies > Pet Muzzles,Pet Muzzles,Pet Supplies,2,3,0
7144,Animals & Pet Supplies > Pet Supplies > Pet Oral Care Supplies,Pet Oral Care Supplies,Pet Supplies,2,3,0
5087,Animals & Pet Supplies > Pet Supplies > Pet Playpens,Pet Playpens,Pet Supplies,2,3,0
6973,Animals & Pet Supplies > Pet Supplies > Pet Steps & Ramps,Pet Steps & Ramps,Pet Supplies,2,3,0
6276,Animals & Pet Supplies > Pet Supplies > Pet Strollers,Pet Strollers,Pet Supplies,2,3,0
7396,Animals & Pet Supplies > Pet Supplies > Pet Sunscreen,Pet Sunscreen,Pet Supplies,2,3,0
505314,Animals & Pet Supplies > Pet Supplies > Pet Training Aids,Pet Training Aids,Pet Supplies,2,3,4
505313,Animals & Pet Supplies > Pet Supplies > Pet Training Aids > Pet Training Clickers & Treat Dispensers,Pet Training Clickers & Treat Dispensers,Pet Training Aids,505314,4,0
505304,Animals & Pet Supplies > Pet Supplies > Pet Training Aids > Pet Training Pad Holders,Pet Training Pad Holders,Pet Training Aids,505314,4,0
6846,Animals & Pet Supplies > Pet Supplies > Pet Training Aids > Pet Training Pads,Pet Training Pads,Pet Training Aids,505314,4,0
505311,Animals & Pet Supplies > Pet Supplies > Pet Training Aids > Pet Training Sprays & Solutions,Pet Training Sprays & Solutions,Pet Training Aids,505314,4,0
5081,Animals & Pet Supplies > Pet Supplies > Pet Vitamins & Supplements,Pet Vitamins & Supplements,Pet Supplies,2,3,0
502982,Animals & Pet Supplies > Pet Supplies > Pet Waste Bag Dispensers & Holders,Pet Waste Bag Dispensers & Holders,Pet Supplies,2,3,0
8070,Animals & Pet Supplies > Pet Supplies > Pet Waste Bags,Pet Waste Bags,Pet Supplies,2,3,0
505297,Animals & Pet Supplies > Pet Supplies > Pet Waste Disposal Systems & Tools,Pet Waste Disposal Systems & Tools,Pet Supplies,2,3,0
7,Animals & Pet Supplies > Pet Supplies > Reptile & Amphibian Supplies,Reptile & Amphibian Supplies,Pet Supplies,2,3,5
5026,Animals & Pet Supplies > Pet Supplies > Reptile & Amphibian Supplies > Reptile & Amphibian Food,Reptile & Amphibian Food,Reptile & Amphibian Supplies,7,4,0
5027,Animals & Pet Supplies > Pet Supplies > Reptile & Amphibian Supplies > Reptile & Amphibian Habitat Accessories,Reptile & Amphibian Habitat Accessories,Reptile & Amphibian Supplies,7,4,0
5028,Animals & Pet Supplies > Pet Supplies > Reptile & Amphibian Supplies > Reptile & Amphibian Habitat Heating & Lighting,Reptile & Amphibian Habitat Heating & Lighting,Reptile & Amphibian Supplies,7,4,0
5029,Animals & Pet Supplies > Pet Supplies > Reptile & Amphibian Supplies > Reptile & Amphibian Habitats,Reptile & Amphibian Habitats,Reptile & Amphibian Supplies,7,4,0
5030,Animals & Pet Supplies > Pet Supplies > Reptile & Amphibian Supplies > Reptile & Amphibian Substrates,Reptile & Amphibian Substrates,Reptile & Amphibian Supplies,7,4,0
5013,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies,Small Animal Supplies,Pet Supplies,2,3,5
5014,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Bedding,Small Animal Bedding,Small Animal Supplies,5013,4,0
5015,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Food,Small Animal Food,Small Animal Supplies,5013,4,0
5016,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Habitat Accessories,Small Animal Habitat Accessories,Small Animal Supplies,5013,4,0
5017,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Habitats & Cages,Small Animal Habitats & Cages,Small Animal Supplies,5013,4,0
7517,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Treats,Small Animal Treats,Small Animal Supplies,5013,4,0
8474,Animals & Pet Supplies > Pet Supplies > Vehicle Pet Barriers,Vehicle Pet Barriers,Pet Supplies,2,3,0
166,Apparel & Accessories,Apparel & Accessories,ROOT,-1,1,8
1604,Apparel & Accessories > Clothing,Clothing,Apparel & Accessories,166,2,18
5322,Apparel & Accessories > Clothing > Activewear,Activewear,Clothing,1604,3,8
5697,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear,Bicycle Activewear,Activewear,5322,4,5
3128,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear > Bicycle Bibs,Bicycle Bibs,Bicycle Activewear,5697,5,0
3455,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear > Bicycle Jerseys,Bicycle Jerseys,Bicycle Activewear,5697,5,0
3188,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear > Bicycle Shorts & Briefs,Bicycle Shorts & Briefs,Bicycle Activewear,5697,5,0
6087,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear > Bicycle Skinsuits,Bicycle Skinsuits,Bicycle Activewear,5697,5,0
3729,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear > Bicycle Tights,Bicycle Tights,Bicycle Activewear,5697,5,0
5378,Apparel & Accessories > Clothing > Activewear > Boxing Shorts,Boxing Shorts,Activewear,5322,4,0
499979,"Apparel & Accessories > Clothing > Activewear > Dance Dresses, Skirts & Costumes","Dance Dresses, Skirts & Costumes",Activewear,5322,4,0
3951,Apparel & Accessories > Clothing > Activewear > Football Pants,Football Pants,Activewear,5322,4,0
5460,Apparel & Accessories > Clothing > Activewear > Hunting Clothing,Hunting Clothing,Activewear,5322,4,3
5462,Apparel & Accessories > Clothing > Activewear > Hunting Clothing > Ghillie Suits,Ghillie Suits,Hunting Clothing,5460,5,0
5461,Apparel & Accessories > Clothing > Activewear > Hunting Clothing > Hunting & Fishing Vests,Hunting & Fishing Vests,Hunting Clothing,5460,5,0
5552,Apparel & Accessories > Clothing > Activewear > Hunting Clothing > Hunting & Tactical Pants,Hunting & Tactical Pants,Hunting Clothing,5460,5,0
5379,Apparel & Accessories > Clothing > Activewear > Martial Arts Shorts,Martial Arts Shorts,Activewear,5322,4,0
5517,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing,Motorcycle Protective Clothing,Activewear,5322,4,3
6006,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing > Motorcycle Jackets,Motorcycle Jackets,Motorcycle Protective Clothing,5517,5,0
7003,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing > Motorcycle Pants,Motorcycle Pants,Motorcycle Protective Clothing,5517,5,0
5463,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing > Motorcycle Suits,Motorcycle Suits,Motorcycle Protective Clothing,5517,5,0
5555,Apparel & Accessories > Clothing > Activewear > Paintball Clothing,Paintball Clothing,Activewear,5322,4,0
182,Apparel & Accessories > Clothing > Baby & Toddler Clothing,Baby & Toddler Clothing,Clothing,1604,3,11
5408,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms,Baby & Toddler Bottoms,Baby & Toddler Clothing,182,4,0
5549,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Diaper Covers,Baby & Toddler Diaper Covers,Baby & Toddler Clothing,182,4,0
5424,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,Baby & Toddler Dresses,Baby & Toddler Clothing,182,4,0
5425,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Outerwear,Baby & Toddler Outerwear,Baby & Toddler Clothing,182,4,0
5622,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Outfits,Baby & Toddler Outfits,Baby & Toddler Clothing,182,4,0
5412,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Sleepwear,Baby & Toddler Sleepwear,Baby & Toddler Clothing,182,4,0
5423,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Socks & Tights,Baby & Toddler Socks & Tights,Baby & Toddler Clothing,182,4,0
5409,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Swimwear,Baby & Toddler Swimwear,Baby & Toddler Clothing,182,4,0
5410,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops,Baby & Toddler Tops,Baby & Toddler Clothing,182,4,0
5411,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby One-Pieces,Baby One-Pieces,Baby & Toddler Clothing,182,4,0
5621,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Toddler Underwear,Toddler Underwear,Baby & Toddler Clothing,182,4,0
2271,Apparel & Accessories > Clothing > Dresses,Dresses,Clothing,1604,3,0
5182,Apparel & Accessories > Clothing > One-Pieces,One-Pieces,Clothing,1604,3,3
5250,Apparel & Accessories > Clothing > One-Pieces > Jumpsuits & Rompers,Jumpsuits & Rompers,One-Pieces,5182,4,0
5490,Apparel & Accessories > Clothing > One-Pieces > Leotards & Unitards,Leotards & Unitards,One-Pieces,5182,4,0
7132,Apparel & Accessories > Clothing > One-Pieces > Overalls,Overalls,One-Pieces,5182,4,0
203,Apparel & Accessories > Clothing > Outerwear,Outerwear,Clothing,1604,3,6
5506,Apparel & Accessories > Clothing > Outerwear > Chaps,Chaps,Outerwear,203,4,0
5598,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Coats & Jackets,Outerwear,203,4,0
5514,Apparel & Accessories > Clothing > Outerwear > Rain Pants,Rain Pants,Outerwear,203,4,0
3066,Apparel & Accessories > Clothing > Outerwear > Rain Suits,Rain Suits,Outerwear,203,4,0
5909,Apparel & Accessories > Clothing > Outerwear > Snow Pants & Suits,Snow Pants & Suits,Outerwear,203,4,0
1831,Apparel & Accessories > Clothing > Outerwear > Vests,Vests,Outerwear,203,4,0
7313,Apparel & Accessories > Clothing > Outfit Sets,Outfit Sets,Clothing,1604,3,0
204,Apparel & Accessories > Clothing > Pants,Pants,Clothing,1604,3,0
212,Apparel & Accessories > Clothing > Shirts & Tops,Shirts & Tops,Clothing,1604,3,0
207,Apparel & Accessories > Clothing > Shorts,Shorts,Clothing,1604,3,0
1581,Apparel & Accessories > Clothing > Skirts,Skirts,Clothing,1604,3,0
5344,Apparel & Accessories > Clothing > Skorts,Skorts,Clothing,1604,3,0
208,Apparel & Accessories > Clothing > Sleepwear & Loungewear,Sleepwear & Loungewear,Clothing,1604,3,4
5713,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,Loungewear,Sleepwear & Loungewear,208,4,0
5513,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Nightgowns,Nightgowns,Sleepwear & Loungewear,208,4,0
2580,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas,Pajamas,Sleepwear & Loungewear,208,4,0
2302,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Robes,Robes,Sleepwear & Loungewear,208,4,0
1594,Apparel & Accessories > Clothing > Suits,Suits,Clothing,1604,3,3
5183,Apparel & Accessories > Clothing > Suits > Pant Suits,Pant Suits,Suits,1594,4,0
1516,Apparel & Accessories > Clothing > Suits > Skirt Suits,Skirt Suits,Suits,1594,4,0
1580,Apparel & Accessories > Clothing > Suits > Tuxedos,Tuxedos,Suits,1594,4,0
211,Apparel & Accessories > Clothing > Swimwear,Swimwear,Clothing,1604,3,0
5388,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Traditional & Ceremonial Clothing,Clothing,1604,3,9
6031,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Dirndls,Dirndls,Traditional & Ceremonial Clothing,5388,4,0
5674,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Hakama Trousers,Hakama Trousers,Traditional & Ceremonial Clothing,5388,4,0
6227,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Japanese Black Formal Wear,Japanese Black Formal Wear,Traditional & Ceremonial Clothing,5388,4,0
5673,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimono Outerwear,Kimono Outerwear,Traditional & Ceremonial Clothing,5388,4,0
5343,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos,Kimonos,Traditional & Ceremonial Clothing,5388,4,0
5483,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Religious Ceremonial Clothing,Religious Ceremonial Clothing,Traditional & Ceremonial Clothing,5388,4,1
8149,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Religious Ceremonial Clothing > Baptism & Communion Dresses,Baptism & Communion Dresses,Religious Ceremonial Clothing,5483,5,0
8248,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,Saris & Lehengas,Traditional & Ceremonial Clothing,5388,4,0
7281,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Traditional Leather Pants,Traditional Leather Pants,Traditional & Ceremonial Clothing,5388,4,0
5676,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Yukata,Yukata,Traditional & Ceremonial Clothing,5388,4,0
213,Apparel & Accessories > Clothing > Underwear & Socks,Underwear & Socks,Clothing,1604,3,13
7207,Apparel & Accessories > Clothing > Underwear & Socks > Bra Accessories,Bra Accessories,Underwear & Socks,213,4,4
7208,Apparel & Accessories > Clothing > Underwear & Socks > Bra Accessories > Bra Strap Pads,Bra Strap Pads,Bra Accessories,7207,5,0
7211,Apparel & Accessories > Clothing > Underwear & Socks > Bra Accessories > Bra Straps & Extenders,Bra Straps & Extenders,Bra Accessories,7207,5,0
7210,Apparel & Accessories > Clothing > Underwear & Socks > Bra Accessories > Breast Enhancing Inserts,Breast Enhancing Inserts,Bra Accessories,7207,5,0
7209,Apparel & Accessories > Clothing > Underwear & Socks > Bra Accessories > Breast Petals & Concealers,Breast Petals & Concealers,Bra Accessories,7207,5,0
214,Apparel & Accessories > Clothing > Underwear & Socks > Bras,Bras,Underwear & Socks,213,4,0
215,Apparel & Accessories > Clothing > Underwear & Socks > Hosiery,Hosiery,Underwear & Socks,213,4,0
5327,Apparel & Accessories > Clothing > Underwear & Socks > Jock Straps,Jock Straps,Underwear & Socks,213,4,0
1772,Apparel & Accessories > Clothing > Underwear & Socks > Lingerie,Lingerie,Underwear & Socks,213,4,0
2563,Apparel & Accessories > Clothing > Underwear & Socks > Lingerie Accessories,Lingerie Accessories,Underwear & Socks,213,4,2
2160,Apparel & Accessories > Clothing > Underwear & Socks > Lingerie Accessories > Garter Belts,Garter Belts,Lingerie Accessories,2563,5,0
1675,Apparel & Accessories > Clothing > Underwear & Socks > Lingerie Accessories > Garters,Garters,Lingerie Accessories,2563,5,0
1807,Apparel & Accessories > Clothing > Underwear & Socks > Long Johns,Long Johns,Underwear & Socks,213,4,0
2963,Apparel & Accessories > Clothing > Underwear & Socks > Petticoats & Pettipants,Petticoats & Pettipants,Underwear & Socks,213,4,0
1578,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,Shapewear,Underwear & Socks,213,4,0
209,Apparel & Accessories > Clothing > Underwear & Socks > Socks,Socks,Underwear & Socks,213,4,0
2745,Apparel & Accessories > Clothing > Underwear & Socks > Undershirts,Undershirts,Underwear & Socks,213,4,0
2562,Apparel & Accessories > Clothing > Underwear & Socks > Underwear,Underwear,Underwear & Socks,213,4,0
5834,Apparel & Accessories > Clothing > Underwear & Socks > Underwear Slips,Underwear Slips,Underwear & Socks,213,4,0
